"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"New York","Albany",2000,362,299,60,2,1,0,0,159,65,33,14,0,262,86,0
"New York","Bronx",2000,366,139,207,18,2,0,0,195,88,55,0,142,18,206,0
"New York","Broome",2000,101,62,39,0,0,0,0,91,71,40,0,0,0,101,0
"New York","Chautauqua",2000,366,266,81,15,3,1,0,204,87,39,0,0,325,41,0
"New York","Chemung",2000,346,307,33,5,1,0,0,161,54,33,0,0,346,0,0
"New York","Columbia",2000,51,51,0,0,0,0,0,34,23,10,0,0,0,0,51
"New York","Dutchess",2000,365,296,55,12,2,0,0,182,67,35,0,0,302,63,0
"New York","Erie",2000,366,238,118,7,3,0,0,187,77,44,0,159,120,87,0
"New York","Essex",2000,362,266,77,18,1,0,0,195,77,42,0,0,328,34,0
"New York","Franklin",2000,44,44,0,0,0,0,0,14,11,6,0,0,0,0,44
"New York","Hamilton",2000,360,329,27,3,1,0,0,185,49,35,0,0,360,0,0
"New York","Herkimer",2000,351,335,14,1,1,0,0,166,46,34,0,0,351,0,0
"New York","Jefferson",2000,257,229,22,5,1,0,0,179,51,33,0,0,257,0,0
"New York","Kings",2000,365,288,73,3,1,0,0,161,66,25,245,0,0,120,0
"New York","Madison",2000,346,310,31,4,1,0,0,166,51,35,0,0,346,0,0
"New York","Monroe",2000,366,296,66,3,1,0,0,166,61,31,25,0,269,72,0
"New York","Nassau",2000,358,279,76,3,0,0,0,114,63,39,8,267,0,83,0
"New York","New York",2000,366,107,221,31,6,1,0,208,101,59,1,114,53,198,0
"New York","Niagara",2000,366,285,72,7,2,0,0,156,65,36,6,0,282,78,0
"New York","Oneida",2000,364,299,62,2,1,0,0,179,61,34,0,0,299,65,0
"New York","Onondaga",2000,366,291,66,8,1,0,0,179,64,33,28,0,265,73,0
"New York","Orange",2000,239,167,62,9,1,0,0,177,80,40,0,0,174,65,0
"New York","Putnam",2000,213,175,25,12,1,0,0,187,74,36,0,0,213,0,0
"New York","Queens",2000,366,211,141,11,2,1,0,213,77,47,0,246,60,60,0
"New York","Richmond",2000,264,154,85,15,9,1,0,214,100,44,0,0,177,86,1
"New York","Saratoga",2000,348,319,24,4,1,0,0,179,48,33,0,0,348,0,0
"New York","Schenectady",2000,366,319,43,3,1,0,0,159,57,31,25,0,277,64,0
"New York","St. Lawrence",2000,107,92,15,0,0,0,0,74,53,26,0,0,0,107,0
"New York","Steuben",2000,305,228,77,0,0,0,0,99,63,32,0,0,0,305,0
"New York","Suffolk",2000,366,266,82,13,3,2,0,216,80,39,1,88,229,48,0
"New York","Tompkins",2000,348,297,40,11,0,0,0,150,67,38,0,0,348,0,0
"New York","Ulster",2000,360,312,38,9,1,0,0,164,58,35,0,0,360,0,0
"New York","Wayne",2000,333,305,25,2,1,0,0,166,49,32,0,0,333,0,0
"New York","Westchester",2000,355,287,56,10,1,1,0,205,64,32,0,0,293,62,0
"North Carolina","Alamance",2000,104,37,66,1,0,0,0,104,76,56,0,0,0,104,0
"North Carolina","Alexander",2000,211,94,64,48,5,0,0,182,126,58,0,0,211,0,0
"North Carolina","Avery",2000,365,211,117,34,3,0,0,172,101,47,0,0,353,12,0
"North Carolina","Buncombe",2000,260,129,110,15,6,0,0,179,93,51,0,0,176,84,0
"North Carolina","Cabarrus",2000,115,36,78,1,0,0,0,118,86,56,0,0,0,114,1
"North Carolina","Caldwell",2000,203,97,72,31,3,0,0,164,115,51,0,0,203,0,0
"North Carolina","Camden",2000,210,157,49,4,0,0,0,147,74,42,0,0,210,0,0
"North Carolina","Carteret",2000,362,278,72,12,0,0,0,147,77,39,0,0,362,0,0
"North Carolina","Caswell",2000,262,125,95,33,9,0,0,192,115,52,0,0,185,77,0
"North Carolina","Catawba",2000,118,35,79,4,0,0,0,148,89,59,0,0,0,115,3
"North Carolina","Chatham",2000,256,141,101,14,0,0,0,147,90,47,0,0,167,89,0
"North Carolina","Cumberland",2000,366,200,129,32,5,0,0,182,101,47,106,0,183,76,1
"North Carolina","Davidson",2000,114,30,81,3,0,0,0,129,84,61,0,0,0,109,5
"North Carolina","Davie",2000,213,92,53,52,16,0,0,179,140,61,0,0,213,0,0
"North Carolina","Duplin",2000,261,136,109,15,1,0,0,164,90,49,0,0,195,66,0
"North Carolina","Durham",2000,364,126,201,31,6,0,0,182,103,59,6,0,105,253,0
"North Carolina","Edgecombe",2000,262,122,108,29,3,0,0,174,105,53,0,0,184,75,3
"North Carolina","Forsyth",2000,366,110,203,42,11,0,0,172,112,58,0,15,109,242,0
"North Carolina","Franklin",2000,213,117,71,21,4,0,0,179,105,48,0,0,213,0,0
"North Carolina","Gaston",2000,121,39,81,1,0,0,0,104,82,58,0,0,0,120,1
"North Carolina","Granville",2000,214,126,52,28,8,0,0,169,112,47,1,0,213,0,0
"North Carolina","Guilford",2000,366,116,214,28,8,0,0,185,100,59,14,0,106,246,0
"North Carolina","Harnett",2000,60,60,0,0,0,0,0,48,40,23,0,0,0,0,60
"North Carolina","Haywood",2000,299,110,137,45,7,0,0,174,115,59,0,0,232,65,2
"North Carolina","Henderson",2000,55,54,1,0,0,0,0,51,31,20,0,0,0,0,55
"North Carolina","Hyde",2000,53,41,12,0,0,0,0,69,57,34,0,0,0,53,0
"North Carolina","Jackson",2000,223,76,108,36,3,0,0,174,112,64,0,0,191,32,0
"North Carolina","Johnston",2000,213,118,69,24,2,0,0,197,101,50,0,0,213,0,0
"North Carolina","Lenoir",2000,263,134,108,19,2,0,0,182,93,50,0,0,189,74,0
"North Carolina","Lincoln",2000,212,100,62,37,13,0,0,197,129,54,0,0,212,0,0
"North Carolina","Macon",2000,359,271,77,9,2,0,0,156,71,42,0,0,359,0,0
"North Carolina","Martin",2000,211,118,64,28,1,0,0,159,112,49,0,0,211,0,0
"North Carolina","McDowell",2000,120,43,73,3,1,0,0,166,86,57,0,0,0,116,4
"North Carolina","Mecklenburg",2000,366,90,213,43,17,3,0,222,122,63,1,20,116,229,0
"North Carolina","Mitchell",2000,120,45,70,4,1,0,0,153,87,56,0,0,0,116,4
"North Carolina","Montgomery",2000,354,202,129,22,1,0,0,159,93,46,0,0,302,52,0
"North Carolina","New Hanover",2000,366,249,94,21,2,0,0,182,90,40,107,0,200,59,0
"North Carolina","Northampton",2000,212,124,75,12,1,0,0,151,90,45,0,0,212,0,0
"North Carolina","Onslow",2000,120,61,59,0,0,0,0,98,66,50,0,0,0,117,3
"North Carolina","Orange",2000,179,111,68,0,0,0,0,89,69,40,65,0,0,114,0
"North Carolina","Pasquotank",2000,114,66,47,1,0,0,0,105,67,45,0,0,0,104,10
"North Carolina","Person",2000,214,114,73,26,1,0,0,154,105,49,0,0,214,0,0
"North Carolina","Pitt",2000,259,119,109,28,2,1,0,204,108,53,0,0,182,77,0
"North Carolina","Robeson",2000,41,15,26,0,0,0,0,81,69,55,0,0,0,41,0
"North Carolina","Rockingham",2000,213,132,59,20,2,0,0,182,101,45,0,0,213,0,0
"North Carolina","Rowan",2000,214,96,65,40,13,0,0,200,133,58,0,0,214,0,0
"North Carolina","Swain",2000,261,150,106,5,0,0,0,119,74,48,0,0,173,82,6
"North Carolina","Union",2000,198,130,51,14,3,0,0,154,90,44,0,0,198,0,0
"North Carolina","Wake",2000,366,125,176,51,13,1,0,209,119,60,8,0,153,201,4
"North Carolina","Wayne",2000,117,40,75,2,0,0,0,111,78,58,0,0,0,114,3
"North Carolina","Yancey",2000,185,68,88,25,4,0,0,179,115,64,0,0,185,0,0
"North Dakota","Billings",2000,366,349,17,0,0,0,0,74,48,36,0,0,355,11,0
"North Dakota","Burke",2000,365,357,8,0,0,0,0,70,29,9,0,234,0,120,11
"North Dakota","Burleigh",2000,124,117,7,0,0,0,0,70,47,27,0,0,0,124,0
"North Dakota","Cass",2000,366,334,31,1,0,0,0,101,49,33,0,39,284,43,0
"North Dakota","Dunn",2000,366,366,0,0,0,0,0,50,43,30,0,85,281,0,0
"North Dakota","Grand Forks",2000,113,91,22,0,0,0,0,84,59,26,0,0,0,113,0
"North Dakota","McKenzie",2000,61,61,0,0,0,0,0,16,9,6,0,0,0,0,61
"North Dakota","McLean",2000,61,61,0,0,0,0,0,21,14,6,0,0,0,0,61
"North Dakota","Mercer",2000,366,362,4,0,0,0,0,94,44,31,0,23,322,21,0
"North Dakota","Oliver",2000,365,359,6,0,0,0,0,54,45,32,0,2,363,0,0
"North Dakota","Stark",2000,59,58,1,0,0,0,0,51,37,21,0,0,0,59,0
"North Dakota","Steele",2000,366,351,14,1,0,0,0,106,44,31,0,0,349,17,0
"Ohio","Allen",2000,235,183,45,4,3,0,0,177,74,42,0,0,210,0,25
"Ohio","Ashtabula",2000,212,138,53,18,2,1,0,201,100,44,0,0,212,0,0
"Ohio","Athens",2000,98,53,45,0,0,0,0,93,73,45,0,0,0,82,16
"Ohio","Belmont",2000,59,54,5,0,0,0,0,59,49,24,0,0,0,0,59
"Ohio","Butler",2000,366,118,219,25,4,0,0,195,97,60,0,0,156,206,4
"Ohio","Clark",2000,234,115,103,12,3,1,0,209,93,51,0,0,194,40,0
"Ohio","Clermont",2000,206,122,62,15,7,0,0,187,101,48,0,0,206,0,0
"Ohio","Clinton",2000,214,112,80,14,7,1,0,205,105,50,0,0,214,0,0
"Ohio","Columbiana",2000,47,38,9,0,0,0,0,88,73,31,0,0,0,0,47
"Ohio","Crawford",2000,347,282,56,8,1,0,0,195,74,36,0,0,347,0,0
"Ohio","Cuyahoga",2000,366,91,234,35,6,0,0,174,102,67,4,27,36,282,17
"Ohio","Delaware",2000,214,148,55,10,1,0,0,177,84,45,0,0,214,0,0
"Ohio","Fayette",2000,358,264,73,17,3,1,0,201,87,39,0,0,358,0,0
"Ohio","Franklin",2000,366,98,241,26,1,0,0,179,93,62,0,0,81,275,10
"Ohio","Geauga",2000,213,145,52,13,3,0,0,190,97,45,0,0,213,0,0
"Ohio","Greene",2000,233,169,54,8,1,1,0,201,77,43,0,0,209,0,24
"Ohio","Hamilton",2000,366,62,270,31,3,0,0,187,100,65,0,28,60,278,0
"Ohio","Hancock",2000,50,50,0,0,0,0,0,44,35,25,0,0,0,0,50
"Ohio","Jefferson",2000,366,112,232,18,4,0,0,177,91,59,36,0,80,247,3
"Ohio","Knox",2000,214,138,60,10,5,1,0,207,93,45,0,0,214,0,0
"Ohio","Lake",2000,366,266,81,16,3,0,0,187,84,38,102,0,185,76,3
"Ohio","Lawrence",2000,259,120,120,17,2,0,0,164,100,53,0,0,175,78,6
"Ohio","Licking",2000,224,148,61,11,3,1,0,201,90,45,0,0,213,0,11
"Ohio","Lorain",2000,252,179,67,4,2,0,0,182,78,36,0,0,73,81,98
"Ohio","Lucas",2000,365,175,172,17,1,0,0,156,90,52,0,0,115,188,62
"Ohio","Madison",2000,213,124,69,16,2,2,0,203,100,48,0,0,213,0,0
"Ohio","Mahoning",2000,350,125,206,18,1,0,0,185,88,56,0,0,62,281,7
"Ohio","Medina",2000,213,156,48,7,2,0,0,182,80,43,0,0,213,0,0
"Ohio","Miami",2000,214,137,64,10,3,0,0,192,87,46,0,0,214,0,0
"Ohio","Monroe",2000,59,59,0,0,0,0,0,50,37,21,0,0,0,0,59
"Ohio","Montgomery",2000,366,98,243,23,2,0,0,192,95,62,9,0,74,281,2
"Ohio","Noble",2000,353,252,80,19,2,0,0,172,93,40,0,0,353,0,0
"Ohio","Ottawa",2000,60,60,0,0,0,0,0,44,36,22,0,0,0,0,60
"Ohio","Portage",2000,255,138,96,18,3,0,0,182,90,48,0,0,166,89,0
"Ohio","Preble",2000,233,131,92,9,1,0,0,164,84,48,0,0,180,53,0
"Ohio","Richland",2000,159,159,0,0,0,0,0,50,34,19,0,0,0,0,159
"Ohio","Sandusky",2000,61,60,1,0,0,0,0,51,37,22,0,0,0,0,61
"Ohio","Scioto",2000,274,217,53,3,1,0,0,151,71,21,0,0,0,65,209
"Ohio","Seneca",2000,181,177,4,0,0,0,0,77,31,18,0,0,0,0,181
"Ohio","Stark",2000,365,214,126,20,5,0,0,190,88,45,49,0,170,92,54
"Ohio","Summit",2000,366,109,231,23,3,0,0,185,90,59,3,0,82,274,7
"Ohio","Trumbull",2000,351,137,193,19,2,0,0,190,92,55,0,0,109,241,1
"Ohio","Warren",2000,213,142,57,10,4,0,0,200,87,45,0,0,213,0,0
"Ohio","Washington",2000,285,201,66,15,3,0,0,179,87,42,0,0,204,0,81
"Ohio","Wood",2000,211,158,45,7,1,0,0,151,74,41,0,0,211,0,0
"Ohio","Wyandot",2000,169,165,4,0,0,0,0,64,39,19,0,0,0,0,169
"Oklahoma","Caddo",2000,40,28,12,0,0,0,0,71,64,38,0,0,0,40,0
"Oklahoma","Canadian",2000,56,36,20,0,0,0,0,85,70,38,0,0,0,56,0
"Oklahoma","Carter",2000,111,76,35,0,0,0,0,81,61,38,0,0,0,111,0
"Oklahoma","Cherokee",2000,366,250,85,26,5,0,0,185,93,40,0,52,215,34,65
"Oklahoma","Cleveland",2000,363,271,71,19,2,0,0,154,84,39,3,90,270,0,0
"Oklahoma","Comanche",2000,366,243,94,26,3,0,0,169,97,44,1,0,329,36,0
"Oklahoma","Custer",2000,62,46,16,0,0,0,0,99,61,36,0,0,0,50,12
"Oklahoma","Garfield",2000,354,310,41,3,0,0,0,115,53,19,0,258,0,96,0
"Oklahoma","Jefferson",2000,274,165,83,19,7,0,0,166,100,46,0,0,274,0,0
"Oklahoma","Kay",2000,366,229,107,27,3,0,0,161,94,43,0,53,210,53,50
"Oklahoma","Latimer",2000,342,323,18,1,0,0,0,101,47,27,0,2,340,0,0
"Oklahoma","Lincoln",2000,50,31,19,0,0,0,0,72,67,40,0,0,0,50,0
"Oklahoma","Love",2000,275,156,79,28,11,1,0,205,108,47,0,0,275,0,0
"Oklahoma","Marshall",2000,271,168,72,26,5,0,0,192,105,46,0,0,271,0,0
"Oklahoma","Mayes",2000,335,295,40,0,0,0,0,93,54,21,0,236,0,99,0
"Oklahoma","McClain",2000,298,201,70,25,2,0,0,161,100,44,0,0,298,0,0
"Oklahoma","Muskogee",2000,359,315,44,0,0,0,0,96,56,21,0,263,0,77,19
"Oklahoma","Oklahoma",2000,366,183,154,24,5,0,0,154,94,51,8,44,164,149,1
"Oklahoma","Ottawa",2000,55,29,25,1,0,0,0,110,73,48,0,0,0,55,0
"Oklahoma","Pawnee",2000,40,26,14,0,0,0,0,74,64,40,0,0,0,40,0
"Oklahoma","Payne",2000,54,36,18,0,0,0,0,71,63,44,0,0,0,54,0
"Oklahoma","Pittsburg",2000,115,76,39,0,0,0,0,92,62,38,0,0,0,102,13
"Oklahoma","Pottawatomie",2000,51,34,17,0,0,0,0,77,64,45,0,0,0,51,0
"Oklahoma","Seminole",2000,49,26,23,0,0,0,0,74,67,44,0,0,0,49,0
"Oklahoma","Tulsa",2000,366,148,177,32,7,2,0,219,105,55,1,41,166,158,0
"Oregon","Benton",2000,120,98,21,1,0,0,0,107,65,23,0,0,0,120,0
"Oregon","Clackamas",2000,198,186,11,1,0,0,0,101,45,28,0,0,154,43,1
"Oregon","Columbia",2000,217,199,18,0,0,0,0,87,47,28,0,0,138,79,0
"Oregon","Deschutes",2000,356,302,52,2,0,0,0,111,57,26,42,0,0,273,41
"Oregon","Harney",2000,46,33,11,2,0,0,0,106,67,27,0,0,0,46,0
"Oregon","Jackson",2000,366,220,124,21,1,0,0,151,87,46,30,0,137,194,5
"Oregon","Josephine",2000,272,242,30,0,0,0,0,99,53,27,131,0,0,138,3
"Oregon","Klamath",2000,355,271,75,8,1,0,0,155,71,25,20,0,0,327,8
"Oregon","Lake",2000,336,294,35,7,0,0,0,138,55,20,0,0,0,311,25
"Oregon","Lane",2000,366,224,111,25,6,0,0,161,95,44,14,0,109,240,3
"Oregon","Linn",2000,115,93,20,2,0,0,0,122,72,26,0,0,0,115,0
"Oregon","Marion",2000,345,299,46,0,0,0,0,95,55,31,127,0,145,73,0
"Oregon","Multnomah",2000,366,249,112,3,2,0,0,176,70,38,34,29,0,302,1
"Oregon","Umatilla",2000,341,264,71,6,0,0,0,117,65,27,0,0,0,323,18
"Oregon","Union",2000,346,304,41,1,0,0,0,111,53,21,0,0,0,315,31
"Oregon","Wallowa",2000,34,34,0,0,0,0,0,44,26,13,0,0,0,34,0
"Oregon","Wasco",2000,60,46,13,1,0,0,0,103,67,33,0,0,0,60,0
"Oregon","Washington",2000,123,86,35,2,0,0,0,117,73,30,0,0,0,123,0
"Pennsylvania","Adams",2000,366,192,143,28,3,0,0,179,93,48,0,0,212,154,0
"Pennsylvania","Allegheny",2000,366,84,225,45,12,0,0,195,119,67,0,25,85,249,7
"Pennsylvania","Armstrong",2000,210,162,35,11,2,0,0,182,80,39,0,0,210,0,0
"Pennsylvania","Beaver",2000,366,233,111,19,3,0,0,187,80,44,1,125,166,71,3
"Pennsylvania","Berks",2000,366,245,104,14,3,0,0,197,80,42,2,156,125,83,0
"Pennsylvania","Blair",2000,366,319,36,9,2,0,0,177,58,35,9,169,184,0,4
"Pennsylvania","Bucks",2000,365,248,89,15,11,2,0,227,90,39,1,165,136,55,8
"Pennsylvania","Cambria",2000,366,256,89,17,4,0,0,182,80,39,2,144,141,77,2
"Pennsylvania","Centre",2000,366,278,69,16,3,0,0,197,74,40,0,0,339,27,0
"Pennsylvania","Chester",2000,120,88,27,4,1,0,0,154,84,38,0,0,120,0,0
"Pennsylvania","Clearfield",2000,214,161,39,12,2,0,0,197,87,44,0,0,214,0,0
"Pennsylvania","Cumberland",2000,289,135,146,8,0,0,0,148,79,52,0,0,0,289,0
"Pennsylvania","Dauphin",2000,366,185,153,21,7,0,0,190,97,50,1,58,107,199,1
"Pennsylvania","Delaware",2000,364,238,106,14,5,1,0,206,80,43,0,173,108,82,1
"Pennsylvania","Elk",2000,353,292,48,12,1,0,0,169,64,38,0,0,353,0,0
"Pennsylvania","Erie",2000,366,286,70,8,2,0,0,177,67,38,35,121,162,47,1
"Pennsylvania","Franklin",2000,207,119,60,25,3,0,0,179,108,47,0,0,207,0,0
"Pennsylvania","Greene",2000,215,104,81,24,5,1,0,202,115,51,12,0,203,0,0
"Pennsylvania","Lackawanna",2000,366,218,134,13,1,0,0,200,80,45,1,59,117,189,0
"Pennsylvania","Lancaster",2000,366,244,98,19,4,1,0,201,87,39,1,135,148,79,3
"Pennsylvania","Lawrence",2000,366,324,39,3,0,0,0,115,52,37,1,194,127,0,44
"Pennsylvania","Lehigh",2000,366,181,155,24,5,1,0,207,91,51,3,35,110,213,5
"Pennsylvania","Luzerne",2000,366,208,144,13,0,1,0,201,79,46,1,42,109,214,0
"Pennsylvania","Lycoming",2000,223,191,27,4,1,0,0,179,61,36,0,0,213,0,10
"Pennsylvania","Mercer",2000,366,288,62,14,2,0,0,200,84,37,0,0,338,28,0
"Pennsylvania","Montgomery",2000,363,230,103,19,9,2,0,228,90,42,2,162,132,66,1
"Pennsylvania","Northampton",2000,366,189,150,22,3,2,0,212,93,49,1,62,118,166,19
"Pennsylvania","Perry",2000,365,285,72,6,2,0,0,169,67,35,0,123,161,81,0
"Pennsylvania","Philadelphia",2000,366,137,200,23,5,1,0,212,93,57,1,104,70,188,3
"Pennsylvania","Schuylkill",2000,366,366,0,0,0,0,0,17,11,3,366,0,0,0,0
"Pennsylvania","Somerset",2000,331,309,22,0,0,0,0,90,48,31,0,0,331,0,0
"Pennsylvania","Tioga",2000,214,161,39,12,2,0,0,174,84,44,0,0,214,0,0
"Pennsylvania","Washington",2000,366,155,191,17,3,0,0,200,86,54,0,38,93,231,4
"Pennsylvania","Westmoreland",2000,366,263,91,10,2,0,0,174,75,38,1,138,147,77,3
"Pennsylvania","York",2000,366,226,113,22,4,1,0,201,88,44,3,147,136,79,1
"Puerto Rico","Barceloneta",2000,46,43,3,0,0,0,0,69,43,18,0,0,0,0,46
"Puerto Rico","Bayamon",2000,112,104,8,0,0,0,0,86,44,25,0,0,0,97,15
"Puerto Rico","Carolina",2000,52,48,4,0,0,0,0,70,37,19,0,0,0,0,52
"Puerto Rico","Catano",2000,350,244,90,16,0,0,0,106,84,33,0,152,97,0,101
"Puerto Rico","Fajardo",2000,330,318,12,0,0,0,0,76,39,19,0,0,0,150,180
"Puerto Rico","Guayama",2000,117,107,10,0,0,0,0,78,47,25,0,0,0,64,53
"Puerto Rico","Guayanilla",2000,96,90,6,0,0,0,0,84,42,24,0,0,0,96,0
"Puerto Rico","Guaynabo",2000,340,274,66,0,0,0,0,77,56,37,0,0,0,198,142
"Puerto Rico","Humacao",2000,93,88,5,0,0,0,0,72,38,19,0,0,0,77,16
"Puerto Rico","Lares",2000,92,87,5,0,0,0,0,73,35,22,0,0,0,92,0
"Puerto Rico","Manati",2000,54,51,3,0,0,0,0,69,37,19,0,0,0,0,54
"Puerto Rico","Mayagnez",2000,99,91,8,0,0,0,0,65,46,31,0,0,0,99,0
"Puerto Rico","Ponce",2000,114,100,13,1,0,0,0,105,53,31,0,0,0,80,34
"Puerto Rico","Rio Grande",2000,47,44,3,0,0,0,0,71,44,16,0,0,0,0,47
"Puerto Rico","San Juan",2000,366,269,97,0,0,0,0,87,58,42,197,0,0,126,43
"Puerto Rico","Vieques",2000,28,27,1,0,0,0,0,52,46,32,0,0,0,0,28
"Rhode Island","Kent",2000,232,174,43,10,5,0,0,182,74,38,0,6,145,78,3
"Rhode Island","Providence",2000,366,216,138,10,1,1,0,207,74,46,3,80,66,215,2
"Rhode Island","Washington",2000,238,175,53,8,1,1,0,222,77,40,0,0,159,79,0
"South Carolina","Abbeville",2000,219,98,89,29,3,0,0,159,105,54,0,0,219,0,0
"South Carolina","Aiken",2000,322,202,75,36,9,0,0,197,112,41,0,57,250,0,15
"South Carolina","Anderson",2000,308,164,89,52,3,0,0,192,119,48,0,0,308,0,0
"South Carolina","Barnwell",2000,343,228,84,25,6,0,0,185,97,41,0,38,296,0,9
"South Carolina","Beaufort",2000,113,60,53,0,0,0,0,94,69,48,0,0,0,113,0
"South Carolina","Berkeley",2000,344,259,70,12,3,0,0,174,80,38,0,0,344,0,0
"South Carolina","Charleston",2000,366,151,202,11,2,0,0,174,87,54,0,6,124,236,0
"South Carolina","Cherokee",2000,254,139,74,37,4,0,0,195,115,47,0,0,254,0,0
"South Carolina","Chester",2000,210,112,73,25,0,0,0,150,105,50,0,0,210,0,0
"South Carolina","Chesterfield",2000,103,52,51,0,0,0,0,90,73,50,0,0,0,103,0
"South Carolina","Colleton",2000,231,131,77,22,1,0,0,179,100,48,0,0,216,15,0
"South Carolina","Darlington",2000,336,223,89,20,4,0,0,187,93,42,0,0,336,0,0
"South Carolina","Edgefield",2000,358,210,128,19,1,0,0,154,87,47,0,0,282,76,0
"South Carolina","Fairfield",2000,59,58,1,0,0,0,0,57,35,21,0,0,0,0,59
"South Carolina","Florence",2000,114,48,65,1,0,0,0,130,76,53,0,0,0,114,0
"South Carolina","Georgetown",2000,365,273,90,2,0,0,0,104,65,33,0,0,0,110,255
"South Carolina","Greenville",2000,366,125,211,29,1,0,0,197,93,58,0,43,55,265,3
"South Carolina","Greenwood",2000,117,45,72,0,0,0,0,98,81,55,0,0,0,117,0
"South Carolina","Horry",2000,5,4,1,0,0,0,0,51,51,40,0,0,0,5,0
"South Carolina","Lexington",2000,352,187,162,3,0,0,0,146,73,48,0,0,0,105,247
"South Carolina","Oconee",2000,316,195,99,21,1,0,0,151,91,44,0,0,263,53,0
"South Carolina","Pickens",2000,219,88,91,38,2,0,0,174,115,61,0,0,219,0,0
"South Carolina","Richland",2000,366,163,146,50,7,0,0,192,115,54,1,37,222,69,37
"South Carolina","Spartanburg",2000,366,137,184,36,9,0,0,187,108,57,0,0,143,223,0
"South Carolina","Union",2000,353,243,92,17,1,0,0,154,90,41,0,0,353,0,0
"South Carolina","Williamsburg",2000,223,145,70,8,0,0,0,140,84,45,0,0,223,0,0
"South Carolina","York",2000,272,140,109,22,1,0,0,156,95,50,0,0,185,87,0
"South Dakota","Brookings",2000,133,111,22,0,0,0,0,91,58,28,0,0,0,88,45
"South Dakota","Brown",2000,103,84,19,0,0,0,0,77,54,30,0,0,0,84,19
"South Dakota","Custer",2000,94,90,4,0,0,0,0,55,27,11,0,0,0,94,0
"South Dakota","Jackson",2000,128,123,5,0,0,0,0,65,40,15,0,0,0,119,9
"South Dakota","Minnehaha",2000,346,297,48,1,0,0,0,101,61,32,0,0,282,59,5
"South Dakota","Pennington",2000,366,266,99,0,0,1,0,247,64,39,0,0,88,57,221
"Tennessee","Anderson",2000,222,118,67,30,7,0,0,182,126,50,0,0,222,0,0
"Tennessee","Blount",2000,365,143,157,54,11,0,0,185,119,58,0,0,295,70,0
"Tennessee","Bradley",2000,352,338,13,1,0,0,0,110,39,25,0,317,0,0,35
"Tennessee","Claiborne",2000,362,248,79,29,6,0,0,197,100,44,0,0,362,0,0
"Tennessee","Davidson",2000,366,82,245,38,1,0,0,177,101,61,3,5,85,273,0
"Tennessee","DeKalb",2000,350,248,78,23,1,0,0,164,90,42,0,0,350,0,0
"Tennessee","Dickson",2000,81,71,9,1,0,0,0,105,54,32,0,8,73,0,0
"Tennessee","Dyer",2000,106,45,61,0,0,0,0,93,73,53,0,0,0,106,0
"Tennessee","Greene",2000,55,49,6,0,0,0,0,61,52,27,0,0,0,0,55
"Tennessee","Hamilton",2000,289,117,121,40,9,2,0,205,122,56,0,0,194,94,1
"Tennessee","Haywood",2000,222,110,66,38,8,0,0,187,119,51,0,0,222,0,0
"Tennessee","Jefferson",2000,242,142,64,25,11,0,0,187,112,47,0,0,242,0,0
"Tennessee","Knox",2000,366,83,223,44,14,2,0,218,122,66,4,4,123,235,0
"Tennessee","Lawrence",2000,281,126,119,35,1,0,0,156,105,54,0,0,207,74,0
"Tennessee","Madison",2000,116,49,67,0,0,0,0,96,75,53,0,0,0,109,7
"Tennessee","Maury",2000,110,41,66,3,0,0,0,110,77,56,0,0,0,110,0
"Tennessee","McMinn",2000,363,276,82,5,0,0,0,138,66,29,0,259,0,91,13
"Tennessee","Meigs",2000,229,98,87,28,16,0,0,197,126,58,0,0,229,0,0
"Tennessee","Montgomery",2000,300,150,114,31,5,0,0,174,108,51,0,17,208,74,1
"Tennessee","Putnam",2000,271,96,126,40,9,0,0,182,119,62,0,0,215,56,0
"Tennessee","Roane",2000,323,161,128,28,5,1,0,203,105,51,0,24,220,77,2
"Tennessee","Rutherford",2000,244,139,68,32,5,0,0,166,112,48,0,0,244,0,0
"Tennessee","Sevier",2000,365,139,121,78,25,2,0,206,143,67,0,0,365,0,0
"Tennessee","Shelby",2000,366,94,215,40,16,1,0,201,122,63,0,18,140,207,1
"Tennessee","Sullivan",2000,366,204,121,31,8,2,0,210,105,48,2,101,186,77,0
"Tennessee","Sumner",2000,288,113,128,36,10,1,0,203,122,58,0,0,202,86,0
"Tennessee","Union",2000,365,303,61,1,0,0,0,101,55,26,0,0,0,0,365
"Tennessee","Williamson",2000,267,127,95,37,8,0,0,195,115,54,0,0,267,0,0
"Tennessee","Wilson",2000,258,129,87,37,5,0,0,182,115,51,0,0,258,0,0
"Texas","Bexar",2000,366,223,120,20,3,0,0,169,80,46,1,57,181,127,0
"Texas","Bowie",2000,119,49,70,0,0,0,0,93,73,55,0,0,0,119,0
"Texas","Brazoria",2000,364,316,39,7,1,1,0,216,58,30,0,0,319,45,0
"Texas","Brewster",2000,338,309,29,0,0,0,0,93,49,39,0,0,319,19,0
"Texas","Caldwell",2000,87,66,21,0,0,0,0,68,57,38,0,0,0,87,0
"Texas","Cameron",2000,366,334,31,1,0,0,0,101,49,31,9,0,290,62,5
